Survival Obtainable,Name,Id,Stackability,Storage,Numerical Id,Stack Size,Survival Obtainable
NO,Piglin Brute Spawn Egg,piglin_brute_spawn_egg,64 Stackable,,949,64,FALSE
NO,Pillager Spawn Egg,pillager_spawn_egg,64 Stackable,,950,64,FALSE
NO,Polar Bear Spawn Egg,polar_bear_spawn_egg,64 Stackable,,951,64,FALSE
NO,Pufferfish Spawn Egg,pufferfish_spawn_egg,64 Stackable,,952,64,FALSE
NO,Rabbit Spawn Egg,rabbit_spawn_egg,64 Stackable,,953,64,FALSE
NO,Ravager Spawn Egg,ravager_spawn_egg,64 Stackable,,954,64,FALSE
NO,Salmon Spawn Egg,salmon_spawn_egg,64 Stackable,,955,64,FALSE
NO,Sheep Spawn Egg,sheep_spawn_egg,64 Stackable,,956,64,FALSE
NO,Shulker Spawn Egg,shulker_spawn_egg,64 Stackable,,957,64,FALSE
NO,Silverfish Spawn Egg,silverfish_spawn_egg,64 Stackable,,958,64,FALSE
NO,Skeleton Spawn Egg,skeleton_spawn_egg,64 Stackable,,959,64,FALSE
NO,Skeleton Horse Spawn Egg,skeleton_horse_spawn_egg,64 Stackable,,960,64,FALSE
NO,Slime Spawn Egg,slime_spawn_egg,64 Stackable,,961,64,FALSE
NO,Spider Spawn Egg,spider_spawn_egg,64 Stackable,,962,64,FALSE
NO,Squid Spawn Egg,squid_spawn_egg,64 Stackable,,963,64,FALSE
NO,Stray Spawn Egg,stray_spawn_egg,64 Stackable,,964,64,FALSE
NO,Strider Spawn Egg,strider_spawn_egg,64 Stackable,,965,64,FALSE
NO,Tadpole Spawn Egg,tadpole_spawn_egg,64 Stackable,,966,64,FALSE
NO,Trader Llama Spawn Egg,trader_llama_spawn_egg,64 Stackable,,967,64,FALSE
NO,Tropical Fish Spawn Egg,tropical_fish_spawn_egg,64 Stackable,,968,64,FALSE
NO,Turtle Spawn Egg,turtle_spawn_egg,64 Stackable,,969,64,FALSE
NO,Vex Spawn Egg,vex_spawn_egg,64 Stackable,,970,64,FALSE
NO,Villager Spawn Egg,villager_spawn_egg,64 Stackable,,971,64,FALSE
NO,Vindicator Spawn Egg,vindicator_spawn_egg,64 Stackable,,972,64,FALSE
NO,Wandering Trader Spawn Egg,wandering_trader_spawn_egg,64 Stackable,,973,64,FALSE
NO,Warden Spawn Egg,warden_spawn_egg,64 Stackable,,974,64,FALSE
NO,Witch Spawn Egg,witch_spawn_egg,64 Stackable,,975,64,FALSE
NO,Wither Skeleton Spawn Egg,wither_skeleton_spawn_egg,64 Stackable,,976,64,FALSE
NO,Wolf Spawn Egg,wolf_spawn_egg,64 Stackable,,977,64,FALSE
NO,Zoglin Spawn Egg,zoglin_spawn_egg,64 Stackable,,978,64,FALSE
NO,Zombie Spawn Egg,zombie_spawn_egg,64 Stackable,,979,64,FALSE
NO,Zombie Horse Spawn Egg,zombie_horse_spawn_egg,64 Stackable,,980,64,FALSE
NO,Zombie Villager Spawn Egg,zombie_villager_spawn_egg,64 Stackable,,981,64,FALSE
NO,Zombified Piglin Spawn Egg,zombified_piglin_spawn_egg,64 Stackable,,982,64,FALSE
NO,Player Head,player_head,64 Stackable,,998,64,FALSE
NO,Minecart with Command Block,command_block_minecart,Unstackable,,1022,1,FALSE
NO,Knowledge Book,knowledge_book,Unstackable,,1056,1,FALSE
NO,Debug Stick,debug_stick,Unstackable,,1057,1,FALSE
NO,Frogspawn,frogspawn,64 Stackable,,1150,64,FALSE
